id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_
425,2022-12-02 17:58:57.073043,,,,,,f,,,{},Response,6,education,"""Graduate""",ModularPage,,208.218.230.127,"{""time_taken"": 1.698, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:56.315Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:56.331Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:56.336Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:56.351Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:56.352Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2022-12-02T17:58:57.896Z"", ""info"": {""buttonId"": ""Graduate""}}], ""prompt"": {""text"": ""What is your highest educational qualification?""}, ""control"": {""choices"": [""None"", ""Elementary school"", ""Middle school"", ""High school"", ""Undergraduate"", ""Graduate"", ""PhD""], ""labels"": {""py/id"": 11}}}"
434,2022-12-02 17:59:21.968995,,,,,,f,,,{},Response,6,strategy,"""IT IS INTERESTING IT IS EASY TO DO """,ModularPage,,208.218.230.127,"{""time_taken"": 16.259, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:59:06.632Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:59:06.646Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:59:06.651Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:06.661Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:59:06.663Z"", ""info"": null}], ""prompt"": {""text"": ""\n        Please tell us in a few words about your experience taking the task.\n        What was your strategy?\n        Did you find the task easy or difficult?\n        Did you find it interesting or boring?\n        ""}, ""control"": {""one_line"": false, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
435,2022-12-02 17:59:25.591003,,,,,,f,,,{},Response,8,untitled,,InfoPage,,202.182.71.185,"{""time_taken"": 2.639, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:59:22.916Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:59:23.352Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:59:23.358Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:23.366Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:59:23.366Z"", ""info"": null}], ""content"": ""Before we finish, we need to ask some quick questions about you.""}"
409,2022-12-02 17:58:22.435572,,,,,,f,,,{},Response,6,choose,2,NecklaceNAFCPage,,208.218.230.127,"{""time_taken"": 4.713, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:18.686Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:18.716Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:18.721Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:18.792Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
411,2022-12-02 17:58:28.497659,,,,,,f,,,{},Response,6,reproduce,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",NecklaceInteractivePage,,208.218.230.127,"{""time_taken"": 5.364, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:24.070Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:24.121Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:24.126Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:24.141Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:24.142Z"", ""info"": null}], ""prompt"": {""text"": ""Recolor this necklace like the necklace you just chose."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
414,2022-12-02 17:58:33.389076,,,,,,f,,,{},Response,10,reproduce,"[0, 1, 2, 0, 1, 0, 2, 1, 0]",NecklaceInteractivePage,,202.182.69.116,"{""time_taken"": 22.789, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 4.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:09.864Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:09.897Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:09.902Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:09.916Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:09.916Z"", ""info"": null}], ""prompt"": {""text"": ""Recolor this necklace like the necklace you just chose."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
451,2022-12-02 18:01:00.083971,,,,,,f,,,{},Response,8,strategy,"""No strategy""",ModularPage,,202.182.71.185,"{""time_taken"": 22.046, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:00:37.969Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:00:37.997Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:00:38.002Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:00:38.010Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T18:00:38.010Z"", ""info"": null}], ""prompt"": {""text"": ""\n        Please tell us in a few words about your experience taking the task.\n        What was your strategy?\n        Did you find the task easy or difficult?\n        Did you find it interesting or boring?\n        ""}, ""control"": {""one_line"": false, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
454,2022-12-02 18:01:13.889775,,,,,,f,,,{},Response,10,choose,0,NecklaceNAFCPage,,202.182.69.116,"{""time_taken"": 1.92, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:01:11.902Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:01:11.918Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:01:11.923Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:01:11.946Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
475,2022-12-02 18:05:21.770348,,,,,,f,,,{},Response,12,color_blindness_trial,"""15""",ModularPage,,72.192.178.157,"{""time_taken"": 2.332, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 7.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:05:20.611Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:05:20.618Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:05:20.622Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2022-12-02T18:05:20.631Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:05:20.633Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T18:05:20.634Z"", ""info"": null}], ""prompt"": {""text"": ""Write down the number in the image."", ""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-6.jpg"", ""show_after"": 0.0, ""hide_after"": 3.0}, ""control"": {""one_line"": true, ""width"": ""100px"", ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
479,2022-12-02 18:05:35.242799,,,,,,f,,,{},Response,11,untitled,,InfoPage,,202.182.73.56,"{""time_taken"": 46.545, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 2.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-03T00:04:48.080Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-03T00:04:48.152Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-03T00:04:48.157Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-03T00:04:48.200Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-03T00:04:48.201Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <p>\\u000a                In this experiment you will observe a selection of colorful necklaces made of beads that can\\u000a                be either red, green or blue. In each round, you will be asked to choose a necklace that you like\\u000a                most and then attempt to reproduce it from memory. You will do that by coloring a new necklace\\u000a                by clicking on its beads so that their color matches the one you selected.\\u000a            </p>\\u000a            \np3\ntp4\nRp5\n.""}}"
481,2022-12-02 18:05:38.339544,,,,,,f,,,{},Response,12,color_blindness_trial,"""3""",ModularPage,,72.192.178.157,"{""time_taken"": 2.277, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:05:37.236Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:05:37.247Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:05:37.251Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2022-12-02T18:05:37.261Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:05:37.261Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T18:05:37.261Z"", ""info"": null}], ""prompt"": {""text"": ""Write down the number in the image."", ""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-5.jpg"", ""show_after"": 0.0, ""hide_after"": 3.0}, ""control"": {""one_line"": true, ""width"": ""100px"", ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
412,2022-12-02 17:58:31.130262,,,,,,f,,,{},Response,6,choose,0,NecklaceNAFCPage,,208.218.230.127,"{""time_taken"": 1.317, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:30.845Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:30.879Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:30.888Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:30.924Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
413,2022-12-02 17:58:31.670574,,,,,,f,,,{},Response,8,choose,3,NecklaceNAFCPage,,202.182.71.185,"{""time_taken"": 2.245, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 8.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:29.364Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:29.386Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:29.390Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:29.415Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
417,2022-12-02 17:58:45.145711,,,,,,f,,,{},Response,6,reproduce,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",NecklaceInteractivePage,,208.218.230.127,"{""time_taken"": 13.114, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:32.868Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:32.884Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:32.890Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:32.905Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:32.906Z"", ""info"": null}], ""prompt"": {""text"": ""Recolor this necklace like the necklace you just chose."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
419,2022-12-02 17:58:47.301663,,,,,,f,,,{},Response,6,untitled,,InfoPage,,208.218.230.127,"{""time_taken"": 1.118, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:47.154Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:47.173Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:47.186Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:47.197Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:47.198Z"", ""info"": null}], ""content"": ""You finished the experiment!""}"
422,2022-12-02 17:58:52.187891,,,,,,f,,,{},Response,10,choose,0,NecklaceNAFCPage,,202.182.69.116,"{""time_taken"": 2.97, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 4.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:48.658Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:48.669Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:48.675Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:48.694Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
423,2022-12-02 17:58:52.934059,,,,,,f,,,{},Response,6,age,"""27""",ModularPage,,208.218.230.127,"{""time_taken"": 3.178, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:50.816Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:50.845Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:50.851Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:50.862Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:50.863Z"", ""info"": null}], ""prompt"": {""text"": ""Please indicate your age.""}, ""control"": {""width"": ""120px"", ""text_align"": ""right""}}"
424,2022-12-02 17:58:54.621671,,,,,,f,,,{},Response,6,gender,"""Male""",ModularPage,,208.218.230.127,"{""time_taken"": 1.02, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:54.696Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:54.751Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:54.771Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:54.781Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:54.782Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2022-12-02T17:58:55.555Z"", ""info"": {""buttonId"": ""Male""}}], ""prompt"": {""text"": ""What gender do you identify as?""}, ""control"": {""choices"": [""Female"", ""Male"", ""Other""], ""labels"": {""py/id"": 11}}}"
426,2022-12-02 17:58:58.048485,,,,,,f,,,{},Response,8,reproduce,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",NecklaceInteractivePage,,202.182.71.185,"{""time_taken"": 7.72, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:50.259Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:50.276Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:50.282Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:50.293Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:50.293Z"", ""info"": null}], ""prompt"": {""text"": ""Recolor this necklace like the necklace you just chose."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
428,2022-12-02 17:59:01.523566,,,,,,f,,,{},Response,8,choose,0,NecklaceNAFCPage,,202.182.71.185,"{""time_taken"": 1.485, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:59.960Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:59.988Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:59.993Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:00.020Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
429,2022-12-02 17:59:05.05746,,,,,,f,,,{},Response,6,mother_tongue,"""ENGLISH""",ModularPage,,208.218.230.127,"{""time_taken"": 3.548, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:59:02.607Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:59:02.663Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:59:02.670Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:02.681Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:59:02.681Z"", ""info"": null}], ""prompt"": {""text"": ""\n            What is your first language?\n            ""}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
427,2022-12-02 17:59:00.992312,,,,,,f,,,{},Response,6,country,"""USA""",ModularPage,,208.218.230.127,"{""time_taken"": 3.109, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:58:58.925Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:58:58.957Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:58:58.962Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:58:58.972Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:58:58.973Z"", ""info"": null}], ""prompt"": {""text"": ""\n            What country are you from?\n            ""}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
433,2022-12-02 17:59:21.720405,,,,,,f,,,{},Response,8,untitled,,InfoPage,,202.182.71.185,"{""time_taken"": 2.515, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:59:19.138Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:59:19.175Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:59:19.180Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:19.188Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:59:19.188Z"", ""info"": null}], ""content"": ""You finished the experiment!""}"
445,2022-12-02 18:00:20.729468,,,,,,f,,,{},Response,8,country,"""USA""",ModularPage,,202.182.71.185,"{""time_taken"": 24, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T17:59:56.664Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T17:59:56.723Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T17:59:56.729Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T17:59:56.738Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-02T17:59:56.738Z"", ""info"": null}], ""prompt"": {""text"": ""\n            What country are you from?\n            ""}, ""control"": {""one_line"": true, ""width"": null, ""height"": null, ""text_align"": ""left"", ""block_copy_paste"": false}}"
459,2022-12-02 18:01:44.611159,,,,,,f,,,{},Response,10,choose,1,NecklaceNAFCPage,,202.182.69.116,"{""time_taken"": 1.743, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 4.65, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:01:42.792Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:01:42.802Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:01:42.808Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:01:42.828Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
494,2022-12-02 18:06:17.853443,,,,,,f,,,{},Response,12,choose,1,NecklaceNAFCPage,,72.192.178.157,"{""time_taken"": 2.615, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 7.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:06:16.421Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:06:16.430Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:06:16.436Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:06:16.454Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
498,2022-12-02 18:06:36.253442,,,,,,f,,,{},Response,11,untitled,,InfoPage,,202.182.73.56,"{""time_taken"": 2.468, ""platform"": ""Chrome 107.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 2.95, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-03T00:06:33.171Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-03T00:06:33.200Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-03T00:06:33.205Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-03T00:06:33.215Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2022-12-03T00:06:33.215Z"", ""info"": null}], ""content"": ""The experiment will begin now!""}"
500,2022-12-02 18:06:45.240226,,,,,,f,,,{},Response,12,choose,1,NecklaceNAFCPage,,72.192.178.157,"{""time_taken"": 5.141, ""platform"": ""Chrome 108.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 7.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2022-12-02T18:06:41.284Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2022-12-02T18:06:41.297Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2022-12-02T18:06:41.302Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2022-12-02T18:06:41.317Z"", ""info"": null}], ""prompt"": {""text"": ""Click on the necklace which you like most."", ""dimensions"": [640, 480], ""viewport_width"": 0.7, ""loop"": false, ""num_frames"": 1}, ""control"": {}}"
