id,creation_time,vars,token,kind,message,traceback,participant_id,worker_id,network_id,node_id,trial_id,response_id,asset_key,process_id,type,class
1,2022-11-30 21:30:22,{},db521f05,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",2,63bf84a4-c91a-42ed-853c-1eb5dbd34d6b,5,18,10,,,,ErrorRecord,ErrorRecord
2,2022-11-30 21:30:27,{},923b1821,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",3,6046b221-1256-4f11-bba0-ace8ef1d255e,1,16,11,,,,ErrorRecord,ErrorRecord
3,2022-11-30 21:30:32,{},11465d56,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",4,4dc9e580-f48f-4bc2-9dfc-46c6259aac01,2,15,12,,,,ErrorRecord,ErrorRecord
4,2022-11-30 21:30:37,{},34d27a0a,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",5,7d74edaa-d23e-4d23-a078-2a2b036c309f,7,13,13,,,,ErrorRecord,ErrorRecord
5,2022-11-30 21:30:42,{},09c7b137,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",6,c9564fb8-6a86-446e-b6a3-b0079b98d613,8,12,14,,,,ErrorRecord,ErrorRecord
6,2022-11-30 21:30:47,{},b3e73c4b,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",7,43022cfc-b657-4bd8-8ca6-7f961424f0fb,6,10,15,,,,ErrorRecord,ErrorRecord
7,2022-11-30 21:30:52,{},528690e6,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",8,7614ef14-2c85-47cb-bac1-d795dbc8e764,4,11,16,,,,ErrorRecord,ErrorRecord
8,2022-11-30 21:30:57,{},4eedeec5,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",9,17014396-e859-4f1d-be2a-1df7c398077c,9,14,17,,,,ErrorRecord,ErrorRecord
9,2022-11-30 21:31:02,{},8b9d97a9,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",10,13a7d034-9cc7-49a1-b814-2d3956c9f5a8,3,17,18,,,,ErrorRecord,ErrorRecord
10,2022-11-30 21:32:12,{},f1f0ab69,TypeError,'int' object is not subscriptable,"Traceback (most recent call last):
  File ""/PsyNet/psynet/experiment.py"", line 869, in process_response
    self.timeline.advance_page(self, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1518, in advance_page
    new_elt = self.get_current_elt(experiment, participant)
  File ""/PsyNet/psynet/utils.py"", line 179, in wrapper
    res = fun(*args, **kwargs)
  File ""/PsyNet/psynet/timeline.py"", line 1489, in get_current_elt
    resolved = selected_elt.resolve(experiment, participant, position)
  File ""/PsyNet/psynet/timeline.py"", line 1175, in resolve
    res = call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/PsyNet/psynet/trial/main.py"", line 812, in <lambda>
    lambda experiment, participant: participant.current_trial._show_trial(
  File ""/PsyNet/psynet/trial/main.py"", line 836, in _show_trial
    return call_function_with_context(
  File ""/PsyNet/psynet/utils.py"", line 118, in call_function_with_context
    return call_function(function, *args, **new_kwargs)
  File ""/PsyNet/psynet/utils.py"", line 77, in call_function
    return function(*args, **kwargs)
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in show_trial
    options = [option[""content""] for option in self.definition]
  File ""/tmp/dallinger_develop/experiment.py"", line 264, in <listcomp>
    options = [option[""content""] for option in self.definition]
TypeError: 'int' object is not subscriptable
",24,7ab00db7-6ba5-427b-84b5-31707c82753d,5,18,19,,,,ErrorRecord,ErrorRecord
